count_id,trip_id,stop_id,timestamp,boarding_count,alighting_count
PC0001744,T0001512,S0068,2025-01-01 08:10:00,50,18
PC0001745,T0001456,S0031,2025-01-01 08:10:00,0,15
PC0001746,T0001297,S0030,2025-01-01 08:10:00,30,7
PC0001747,T0001292,S0014,2025-01-01 08:10:00,30,21
PC0001748,T0001586,S0046,2025-01-01 08:10:00,48,7
PC0001749,T0001059,S0073,2025-01-01 08:10:00,27,19
PC0001750,T0001061,S0041,2025-01-01 08:10:00,47,5
PC0001751,T0000057,S0048,2025-01-01 08:10:00,43,2
PC0001752,T0000743,S0001,2025-01-01 08:10:00,32,24
PC0001753,T0001340,S0060,2025-01-01 08:10:00,29,8
PC0001754,T0000924,S0085,2025-01-01 08:10:00,37,2
PC0001755,T0001229,S0033,2025-01-01 08:10:00,24,9
PC0001756,T0000021,S0075,2025-01-01 08:10:00,49,20
PC0001757,T0001330,S0029,2025-01-01 08:10:00,46,0
PC0001758,T0000138,S0026,2025-01-01 08:10:00,27,10
PC0001759,T0001101,S0082,2025-01-01 08:10:00,25,24
PC0001760,T0001136,S0050,2025-01-01 08:10:00,16,3
PC0001761,T0001778,S0092,2025-01-01 08:10:00,24,3
PC0001762,T0000693,S0085,2025-01-01 08:10:00,27,30
PC0001763,T0001601,S0014,2025-01-01 08:10:00,500,28
PC0001764,T0000517,S0002,2025-01-01 08:10:00,0,18
PC0001765,T0000324,S0056,2025-01-01 08:10:00,8,23
PC0001766,T0001570,S0073,2025-01-01 08:10:00,2,11
PC0001767,T0001341,S0020,2025-01-01 08:10:00,39,18
PC0001768,T0001189,S0097,2025-01-01 08:10:00,29,13
PC0001769,T0001755,S0012,2025-01-01 08:10:00,22,19
PC0001770,T0001952,S0011,2025-01-01 08:10:00,50,11
PC0001771,T0001440,S0066,2025-01-01 08:10:00,45,21
PC0001772,T0001400,S0036,2025-01-01 08:10:00,29,20
PC0001773,T0001882,S0015,2025-01-01 08:10:00,11,30
PC0001774,T0001307,S0096,2025-01-01 08:10:00,11,1
PC0001775,T0000674,S0061,2025-01-01 08:10:00,44,10
PC0001776,T0000858,S0005,2025-01-01 08:10:00,48,15
PC0001777,T0001816,S0020,2025-01-01 08:10:00,9,28
PC0001778,T0000872,S0082,2025-01-01 08:10:00,23,18
PC0001779,T0000447,S0057,2025-01-01 08:10:00,29,24
PC0001780,T0000755,S0061,2025-01-01 08:10:00,29,10
PC0001781,T0001252,S0066,2025-01-01 08:10:00,34,9
PC0001782,T0000753,S0086,2025-01-01 08:10:00,24,18
PC0001783,T0001059,S0078,2025-01-01 08:10:00,21,26
PC0001784,T0000495,S0004,2025-01-01 08:10:00,20,21
PC0001785,T0001409,S0094,2025-01-01 08:10:00,39,5
PC0001786,T0001851,S0083,2025-01-01 08:10:00,29,18
PC0001787,T0001870,S0010,2025-01-01 08:10:00,25,1
PC0001788,T0001248,S0067,2025-01-01 08:10:00,25,12
PC0001789,T0000445,S0072,2025-01-01 08:10:00,44,7
PC0001790,T0000365,S0021,2025-01-01 08:10:00,32,4
PC0001791,T0000333,S0031,2025-01-01 08:10:00,28,22
PC0001792,T0000511,S0084,2025-01-01 08:10:00,34,18
PC0001793,T0001244,S0058,2025-01-01 08:10:00,2,17
PC0001794,T0001654,S0012,2025-01-01 08:10:00,38,15
PC0001795,T0000896,S0098,2025-01-01 08:10:00,27,11
PC0001796,T0000287,S0042,2025-01-01 08:10:00,49,3
PC0001797,T0000695,S0028,2025-01-01 08:10:00,46,0
PC0001798,T0001069,S0027,2025-01-01 08:10:00,47,12
PC0001799,T0001158,S0074,2025-01-01 08:10:00,47,16
PC0001800,T0000301,S0048,2025-01-01 08:10:00,32,8
PC0001801,T0001827,S0042,2025-01-01 08:10:00,10,9
PC0001802,T0000287,S0070,2025-01-01 08:10:00,8,0
PC0001803,T0001066,S0026,2025-01-01 08:10:00,26,27
PC0001804,T0001960,S0084,2025-01-01 08:10:00,40,11
PC0001805,T0001955,S0048,2025-01-01 08:10:00,44,2
PC0001806,T0000714,S0025,2025-01-01 08:10:00,44,7
PC0001807,T0000230,S0067,2025-01-01 08:10:00,39,3
PC0001808,T0001391,S0075,2025-01-01 08:10:00,1,20
PC0001809,T0000272,S0098,2025-01-01 08:10:00,10,28
PC0001810,T0001054,S0081,2025-01-01 08:10:00,12,19
PC0001811,T0000766,S0006,2025-01-01 08:10:00,6,9
PC0001812,T0001583,S0080,2025-01-01 08:10:00,49,1
PC0001813,T0000235,S0005,2025-01-01 08:10:00,42,10
PC0001814,T0001689,S0042,2025-01-01 08:10:00,18,6
PC0001815,T0001397,S0074,2025-01-01 08:10:00,49,30
PC0001816,T0000404,S0071,2025-01-01 08:10:00,14,4
PC0001817,T0001492,S0053,2025-01-01 08:10:00,45,24
PC0001818,T0000623,S0076,2025-01-01 08:10:00,39,12
PC0001819,T0001276,S0027,2025-01-01 08:10:00,25,9
PC0001820,T0001297,S0034,2025-01-01 08:10:00,0,27
PC0001821,T0001207,S0001,2025-01-01 08:10:00,44,2
PC0001822,T0001737,S0012,2025-01-01 08:10:00,41,6
PC0001823,T0001116,S0063,2025-01-01 08:10:00,27,11
PC0001824,T0001677,S0020,2025-01-01 08:10:00,30,5
PC0001825,T0000272,S0014,2025-01-01 08:10:00,45,16
PC0001826,T0001192,S0067,2025-01-01 08:10:00,36,22
PC0001827,T0000658,S0059,2025-01-01 08:10:00,28,20
PC0001828,T0001304,S0034,2025-01-01 08:10:00,4,5
PC0001829,T0001605,S0085,2025-01-01 08:10:00,29,4
PC0001830,T0001685,S0086,2025-01-01 08:10:00,35,7
PC0001831,T0000015,S0017,2025-01-01 08:10:00,3,12
PC0001832,T0001158,S0051,2025-01-01 08:10:00,23,2
PC0001833,T0001093,S0016,2025-01-01 08:10:00,26,23
PC0001834,T0000480,S0027,2025-01-01 08:10:00,5,2
PC0001835,T0000100,S0048,2025-01-01 08:10:00,29,8
PC0001836,T0001742,S0051,2025-01-01 08:10:00,47,1
PC0001837,T0000617,S0090,2025-01-01 08:10:00,5,8
PC0001838,T0000154,S0035,2025-01-01 08:10:00,38,22
PC0001839,T0000789,S0058,2025-01-01 08:10:00,21,23
PC0001840,T0001954,S0032,2025-01-01 08:10:00,36,9
PC0001841,T0000506,S0071,2025-01-01 08:10:00,17,3
PC0001842,T0001840,S0040,2025-01-01 08:10:00,45,6
PC0001843,T0000708,S0044,2025-01-01 08:10:00,0,6
PC0001844,T0001620,S0078,2025-01-01 08:10:00,23,7
PC0001845,T0000206,S0094,2025-01-01 08:10:00,38,8
PC0001846,T0000498,S0085,2025-01-01 08:10:00,15,10
PC0001847,T0001200,S0026,2025-01-01 08:10:00,42,30
PC0001848,T0000685,S0092,2025-01-01 08:10:00,18,30
PC0001849,T0000322,S0045,2025-01-01 08:10:00,27,6
PC0001850,T0000964,S0002,2025-01-01 08:10:00,48,8
PC0001851,T0001278,S0045,2025-01-01 08:10:00,36,26
PC0001852,T0001925,S0084,2025-01-01 08:10:00,22,15
PC0001853,T0001687,S0020,2025-01-01 08:10:00,16,30
PC0001854,T0001650,S0027,2025-01-01 08:10:00,25,2
PC0001855,T0001659,S0045,2025-01-01 08:10:00,32,25
PC0001856,T0000360,S0049,2025-01-01 08:10:00,9,7
PC0001857,T0001830,S0082,2025-01-01 08:10:00,30,28
PC0001858,T0001492,S0091,2025-01-01 08:10:00,26,6
PC0001859,T0001395,S0021,2025-01-01 08:10:00,36,6
PC0001860,T0001116,S0032,2025-01-01 08:10:00,49,8
PC0001861,T0000994,S0067,2025-01-01 08:10:00,22,25
PC0001862,T0001094,S0095,2025-01-01 08:10:00,4,19
PC0001863,T0000721,S0044,2025-01-01 08:10:00,27,29
PC0001864,T0000006,S0032,2025-01-01 08:10:00,41,19
PC0001865,T0000664,S0088,2025-01-01 08:10:00,41,14
PC0001866,T0001134,S0012,2025-01-01 08:10:00,21,14
PC0001867,T0001344,S0029,2025-01-01 08:10:00,39,10
PC0001868,T0000240,S0033,2025-01-01 08:10:00,2,20
PC0001869,T0000944,S0040,2025-01-01 08:10:00,45,15
PC0001870,T0000736,S0010,2025-01-01 08:10:00,35,5
PC0001871,T0000474,S0034,2025-01-01 08:10:00,43,23
PC0001872,T0000940,S0004,2025-01-01 08:10:00,15,11
PC0001873,T0000726,S0089,2025-01-01 08:10:00,30,30
PC0001874,T0001796,S0013,2025-01-01 08:10:00,30,4
PC0001875,T0001074,S0098,2025-01-01 08:10:00,40,30
PC0001876,T0000337,S0040,2025-01-01 08:10:00,39,10
PC0001877,T0000824,S0082,2025-01-01 08:10:00,38,7
PC0001878,T0001731,S0090,2025-01-01 08:10:00,22,9
PC0001879,T0000918,S0093,2025-01-01 08:10:00,46,9
PC0001880,T0001110,S0067,2025-01-01 08:10:00,1,25
PC0001881,T0000484,S0100,2025-01-01 08:10:00,500,22
PC0001882,T0001189,S0014,2025-01-01 08:10:00,34,14
PC0001883,T0000712,S0018,2025-01-01 08:10:00,31,8
PC0001884,T0000493,S0013,2025-01-01 08:10:00,16,6
PC0001885,T0001100,S0086,2025-01-01 08:10:00,50,27
PC0001886,T0001402,S0086,2025-01-01 08:10:00,2,1
PC0001887,T0000622,S0057,2025-01-01 08:10:00,38,17
PC0001888,T0000876,S0064,2025-01-01 08:10:00,35,17
PC0001889,T0001840,S0089,2025-01-01 08:10:00,2,8
PC0001890,T0000665,S0094,2025-01-01 08:10:00,3,3
PC0001891,T0001674,S0005,2025-01-01 08:10:00,7,20
PC0001892,T0000862,S0044,2025-01-01 08:10:00,24,24
PC0001893,T0000575,S0027,2025-01-01 08:10:00,5,15
PC0001894,T0000380,S0011,2025-01-01 08:10:00,34,10
PC0001895,T0000385,S0039,2025-01-01 08:10:00,30,27
PC0001896,T0000445,S0073,2025-01-01 08:10:00,50,23
PC0001897,T0001343,S0041,2025-01-01 08:10:00,31,25
PC0001898,T0000521,S0068,2025-01-01 08:10:00,5,20
PC0001899,T0001453,S0019,2025-01-01 08:10:00,32,29
PC0001900,T0000571,S0088,2025-01-01 08:10:00,18,0
PC0001901,T0001389,S0010,2025-01-01 08:10:00,25,13
PC0001902,T0001859,S0053,2025-01-01 08:10:00,8,26
PC0001903,T0001269,S0018,2025-01-01 08:10:00,39,21
PC0001904,T0001140,S0066,2025-01-01 08:10:00,40,7
PC0001905,T0000224,S0060,2025-01-01 08:10:00,43,16
PC0001906,T0000866,S0072,2025-01-01 08:10:00,3,4
PC0001907,T0000088,S0027,2025-01-01 08:10:00,5,27
PC0001908,T0001080,S0014,2025-01-01 08:10:00,48,9
PC0001909,T0000941,S0028,2025-01-01 08:10:00,28,13
PC0001910,T0000709,S0051,2025-01-01 08:10:00,41,12
PC0001911,T0001081,S0018,2025-01-01 08:10:00,21,14
PC0001912,T0000829,S0074,2025-01-01 08:10:00,42,22
PC0001913,T0001037,S0029,2025-01-01 08:10:00,24,30
PC0001914,T0000949,S0035,2025-01-01 08:10:00,38,1
PC0001915,T0001319,S0078,2025-01-01 08:10:00,23,10
PC0001916,T0000994,S0090,2025-01-01 08:10:00,8,29
PC0001917,T0001453,S0093,2025-01-01 08:10:00,16,16
PC0001918,T0000734,S0099,2025-01-01 08:10:00,43,29
PC0001919,T0000254,S0066,2025-01-01 08:10:00,42,8
PC0001920,T0000245,S0097,2025-01-01 08:10:00,5,21
PC0001921,T0001886,S0064,2025-01-01 08:10:00,8,25
PC0001922,T0001016,S0034,2025-01-01 08:10:00,49,16
PC0001923,T0000943,S0014,2025-01-01 08:10:00,48,20
PC0001924,T0001719,S0080,2025-01-01 08:10:00,4,10
PC0001925,T0001996,S0045,2025-01-01 08:10:00,41,6
PC0001926,T0001917,S0072,2025-01-01 08:10:00,20,15
PC0001927,T0001286,S0050,2025-01-01 08:10:00,39,14
PC0001928,T0000275,S0045,2025-01-01 08:10:00,36,8
PC0001929,T0001810,S0007,2025-01-01 08:10:00,45,4
PC0001930,T0000731,S0069,2025-01-01 08:10:00,9,27
PC0001931,T0000043,S0023,2025-01-01 08:10:00,8,14
PC0001932,T0000084,S0066,2025-01-01 08:10:00,39,13
PC0001933,T0001879,S0061,2025-01-01 08:10:00,14,28
PC0001934,T0000933,S0074,2025-01-01 08:10:00,50,6
PC0001935,T0000329,S0034,2025-01-01 08:10:00,8,28
PC0001936,T0001232,S0029,2025-01-01 08:10:00,43,3
PC0001937,T0000313,S0040,2025-01-01 08:10:00,13,8
PC0001938,T0001130,S0015,2025-01-01 08:10:00,39,7
PC0001939,T0001440,S0042,2025-01-01 08:10:00,8,5
PC0001940,T0001777,S0088,2025-01-01 08:10:00,35,23
PC0001941,T0000994,S0054,2025-01-01 08:10:00,28,16
PC0001942,T0000221,S0048,2025-01-01 08:10:00,31,18
PC0001943,T0000280,S0048,2025-01-01 08:10:00,24,29
PC0001944,T0001575,S0035,2025-01-01 08:10:00,20,3
PC0001945,T0001523,S0060,2025-01-01 08:10:00,50,12
PC0001946,T0001950,S0088,2025-01-01 08:10:00,37,22
PC0001947,T0000365,S0078,2025-01-01 08:10:00,4,15
PC0001948,T0001884,S0051,2025-01-01 08:10:00,2,10
PC0001949,T0000273,S0051,2025-01-01 08:10:00,14,10
PC0001950,T0001828,S0061,2025-01-01 08:10:00,26,16
PC0001951,T0000144,S0001,2025-01-01 08:10:00,4,21
PC0001952,T0000713,S0014,2025-01-01 08:10:00,19,10
PC0001953,T0000645,S0010,2025-01-01 08:10:00,21,10
PC0001954,T0001489,S0038,2025-01-01 08:10:00,18,10
PC0001955,T0000210,S0085,2025-01-01 08:10:00,38,22
PC0001956,T0000635,S0042,2025-01-01 08:10:00,49,6
PC0001957,T0000027,S0004,2025-01-01 08:10:00,49,29
PC0001958,T0000913,S0046,2025-01-01 08:10:00,20,5
PC0001959,T0000584,S0052,2025-01-01 08:10:00,32,22
PC0001960,T0000447,S0046,2025-01-01 08:10:00,6,10
PC0001961,T0001199,S0062,2025-01-01 08:10:00,20,23
PC0001962,T0001563,S0096,2025-01-01 08:10:00,28,5
PC0001963,T0001863,S0066,2025-01-01 08:10:00,23,27
PC0001964,T0001964,S0056,2025-01-01 08:10:00,26,23
PC0001965,T0001156,S0012,2025-01-01 08:10:00,18,20
PC0001966,T0001503,S0005,2025-01-01 08:10:00,9,14
PC0001967,T0000248,S0025,2025-01-01 08:10:00,0,16
PC0001968,T0001279,S0048,2025-01-01 08:10:00,12,4
PC0001969,T0001828,S0073,2025-01-01 08:10:00,38,8
PC0001970,T0001612,S0081,2025-01-01 08:10:00,40,29
PC0001971,T0001548,S0077,2025-01-01 08:10:00,2,25
PC0001972,T0001087,S0059,2025-01-01 08:10:00,1,4
PC0001973,T0000675,S0043,2025-01-01 08:10:00,11,26
PC0001974,T0000317,S0085,2025-01-01 08:10:00,7,27
PC0001975,T0000646,S0092,2025-01-01 08:10:00,44,15
PC0001976,T0001584,S0090,2025-01-01 08:10:00,10,21
PC0001977,T0001287,S0045,2025-01-01 08:10:00,9,3
PC0001978,T0000444,S0098,2025-01-01 08:10:00,24,1
PC0001979,T0001722,S0019,2025-01-01 08:10:00,16,18
PC0001980,T0001811,S0027,2025-01-01 08:10:00,42,13
PC0001981,T0000044,S0022,2025-01-01 08:10:00,25,22
PC0001982,T0000811,S0053,2025-01-01 08:10:00,500,19
PC0001983,T0000484,S0031,2025-01-01 08:10:00,43,25
PC0001984,T0001917,S0013,2025-01-01 08:10:00,0,5
PC0001985,T0001199,S0028,2025-01-01 08:10:00,44,5
PC0001986,T0001234,S0067,2025-01-01 08:10:00,10,19
PC0001987,T0001140,S0070,2025-01-01 08:10:00,34,16
PC0001988,T0001077,S0059,2025-01-01 08:10:00,24,8
PC0001989,T0000092,S0017,2025-01-01 08:10:00,49,23
PC0001990,T0001348,S0032,2025-01-01 08:10:00,6,20
PC0001991,T0000582,S0074,2025-01-01 08:10:00,25,24
PC0001992,T0000708,S0073,2025-01-01 08:10:00,22,21
PC0001993,T0001866,S0059,2025-01-01 08:10:00,27,28
PC0001994,T0001162,S0005,2025-01-01 08:10:00,39,1
PC0001995,T0000267,S0071,2025-01-01 08:10:00,13,8
PC0001996,T0000598,S0087,2025-01-01 08:10:00,43,22
PC0001997,T0001992,S0037,2025-01-01 08:10:00,12,21
PC0001998,T0001077,S0048,2025-01-01 08:10:00,6,18
PC0001999,T0001531,S0076,2025-01-01 08:10:00,6,21
PC0002000,T0001333,S0083,2025-01-01 08:10:00,24,6
